question_stem,question_para_step,answer_label,answer_label_as_choice,choices,metadata_question_id,metadata_graph_id,metadata_para_id,metadata_question_type,metadata_path_len,split,label,context,input,output,task,input_length,output_text,output_label,preds,choice,is_correct
"suppose healthier waterways make good places to lay eggs happens, how will it affect more eggs are laid.","['Fish lays eggs', 'Eggs hatch', 'Tiny fish called fry emerge', 'Fry eat and grow', 'Fry become adult fish', 'Fish mate and more eggs are produced.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:640:1167:137#1,1167,640,EXOGENOUS_EFFECT,3,test,0,Fish lays eggs. Eggs hatch. Tiny fish called fry emerge. Fry eat and grow. Fry become adult fish. Fish mate and more eggs are produced.,context: 1. fish lays eggs 2. eggs hatch 3. tiny fish called fry emerge 4. fry eat and grow 5. fry become adult fish 6. fish mate and more eggs are produced. question: suppose healthier waterways make good places to lay eggs happens how will it affect more eggs are laid? options: a) more b) less c) no effect,more,wiqa,70,a) more,a,a) more,a,1
"suppose less frog eggs are laid happens, how will it affect less frogs.","['The frog eggs hatch', 'The tadpole breaks free', 'Slowly, the gills disappear over the next 6 weeks', 'The hind legs begin to form at 8 weeks', 'The front legs form at 12 weeks', 'The tail shrinks', 'The mouth grows larger', 'The tadpole can live on land as a frog', '']",less,B,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:517:1824:131#0,1824,517,INPARA_EFFECT,3,test,1,"The frog eggs hatch. The tadpole breaks free. Slowly, the gills disappear over the next 6 weeks. The hind legs begin to form at 8 weeks. The front legs form at 12 weeks. The tail shrinks. The mouth grows larger. The tadpole can live on land as a frog.","context: 1. the frog eggs hatch 2. the tadpole breaks free 3. slowly, the gills disappear over the next 6 weeks 4. the hind legs begin to form at 8 weeks 5. the front legs form at 12 weeks 6. the tail shrinks 7. the mouth grows larger 8. the tadpole can live on land as a frog 9.  question: suppose less frog eggs are laid happens how will it affect less frogs? options: a) more b) less c) no effect",less,wiqa,105,b) less,b,a) more,a,0
"suppose being in a rain forest happens, how will it affect fewer crops will grow.","['The farmer chooses a crop that will grow well in his region', 'The farmer tills the soil to loosen it', 'The farmer spreads seeds', 'The farmer tills again to plant the seeds', 'Crops grow.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:690:1352:211,1352,690,OUTOFPARA_DISTRACTOR,0,test,2,The farmer chooses a crop that will grow well in his region. The farmer tills the soil to loosen it. The farmer spreads seeds. The farmer tills again to plant the seeds. Crops grow.,context: 1. the farmer chooses a crop that will grow well in his region 2. the farmer tills the soil to loosen it 3. the farmer spreads seeds 4. the farmer tills again to plant the seeds 5. crops grow. question: suppose being in a rain forest happens how will it affect fewer crops will grow? options: a) more b) less c) no effect,no effect,wiqa,78,c) no effect,c,b) less,b,0
"suppose water is shielded from heat happens, how will it affect more evaporation.","['Water is exposed to heat energy, like sunlight', 'The water temperature is raised above 212 degrees fahrenheit', 'The heat breaks down the molecules in the water', 'These molecules escape from the water', 'The water becomes vapor', 'The vapor evaporates into the atmosphere', '']",less,B,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:127:13:65#0,13,127,EXOGENOUS_EFFECT,4,test,1,"Water is exposed to heat energy, like sunlight. The water temperature is raised above 212 degrees fahrenheit. The heat breaks down the molecules in the water. These molecules escape from the water. The water becomes vapor. The vapor evaporates into the atmosphere.","context: 1. water is exposed to heat energy, like sunlight 2. the water temperature is raised above 212 degrees fahrenheit 3. the heat breaks down the molecules in the water 4. these molecules escape from the water 5. the water becomes vapor 6. the vapor evaporates into the atmosphere 7.  question: suppose water is shielded from heat happens how will it affect more evaporation? options: a) more b) less c) no effect",less,wiqa,85,b) less,b,b) less,b,1
"suppose more water evaporates happens, how will it affect less crops.","['Seeds are sown into the ground', 'The earth where the seeds are planted is given water and fertilizer', 'The seeds start to grow and become seedlings', 'The plants are given water', 'The seedlings grow into plants', 'Weeds growing near the plants are removed', 'The plants grow to maturity.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:689:1215:239,1215,689,OUTOFPARA_DISTRACTOR,0,test,2,Seeds are sown into the ground. The earth where the seeds are planted is given water and fertilizer. The seeds start to grow and become seedlings. The plants are given water. The seedlings grow into plants. Weeds growing near the plants are removed. The plants grow to maturity.,context: 1. seeds are sown into the ground 2. the earth where the seeds are planted is given water and fertilizer 3. the seeds start to grow and become seedlings 4. the plants are given water 5. the seedlings grow into plants 6. weeds growing near the plants are removed 7. the plants grow to maturity. question: suppose more water evaporates happens how will it affect less crops? options: a) more b) less c) no effect,no effect,wiqa,90,c) no effect,c,c) no effect,c,1
"suppose changes in tides happens, how will it affect more solar eclipses.","['The moon orbits the earth', 'The earth orbits the sun', 'The moon comes between the sun and the earth', 'The sun is totally blocked', 'A solar eclipse is occurring.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:511:74:31#0,74,511,EXOGENOUS_EFFECT,4,test,0,The moon orbits the earth. The earth orbits the sun. The moon comes between the sun and the earth. The sun is totally blocked. A solar eclipse is occurring.,context: 1. the moon orbits the earth 2. the earth orbits the sun 3. the moon comes between the sun and the earth 4. the sun is totally blocked 5. a solar eclipse is occurring. question: suppose changes in tides happens how will it affect more solar eclipses? options: a) more b) less c) no effect,more,wiqa,64,a) more,a,c) no effect,c,0
"suppose the bees are bigger so more hair is present happens, how will it affect more frogs.","['A tadpole is hatched', 'The tadpole eventually grows hind legs', 'The tadpole loses its tail', 'The tadpole becomes a frog', 'The frog mates with another frog to produce more offspring', 'A tadpole is hatched', 'The cycle begins again.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:641:2049:62,2049,641,OUTOFPARA_DISTRACTOR,0,test,2,A tadpole is hatched. The tadpole eventually grows hind legs. The tadpole loses its tail. The tadpole becomes a frog. The frog mates with another frog to produce more offspring. A tadpole is hatched. The cycle begins again.,context: 1. a tadpole is hatched 2. the tadpole eventually grows hind legs 3. the tadpole loses its tail 4. the tadpole becomes a frog 5. the frog mates with another frog to produce more offspring 6. a tadpole is hatched 7. the cycle begins again. question: suppose the bees are bigger so more hair is present happens how will it affect more frogs? options: a) more b) less c) no effect,no effect,wiqa,114,c) no effect,c,c) no effect,c,1
"suppose my kids wanted to grow pumpkins happens, how will it affect more or larger pumpkins.","['Get some pumpkin seeds', 'Plant the pumpkin seeds in soil', 'Water the plant if it starts to dry out', 'Don&#x27;t water directly on the leaves', 'Male flowers appear', 'Female flowers are open for one day', 'Pumpkins mature 85-125 days after planting.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:1084:1307:72#0,1307,1084,INPARA_EFFECT,3,test,0,Get some pumpkin seeds. Plant the pumpkin seeds in soil. Water the plant if it starts to dry out. Don&#x27;t water directly on the leaves. Male flowers appear. Female flowers are open for one day. Pumpkins mature 85-125 days after planting.,context: 1. get some pumpkin seeds 2. plant the pumpkin seeds in soil 3. water the plant if it starts to dry out 4. don&#x27;t water directly on the leaves 5. male flowers appear 6. female flowers are open for one day 7. pumpkins mature 85-125 days after planting. question: suppose my kids wanted to grow pumpkins happens how will it affect more or larger pumpkins? options: a) more b) less c) no effect,more,wiqa,83,a) more,a,a) more,a,1
"suppose the weather is good for bees happens, how will it affect more pollen is deposited in those areas.","['Bees land on flowers and eat the nectar of the plants', 'While on the flowers pollen gets on the bee&#x27;s fur', 'The bee flies to another area with other flowers', 'The pollen is deposited in that area', 'A plant is able to reproduce.']",more,A,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",influence_graph:744:1010:110#2,1010,744,EXOGENOUS_EFFECT,3,test,0,Bees land on flowers and eat the nectar of the plants. While on the flowers pollen gets on the bee&#x27;s fur. The bee flies to another area with other flowers. The pollen is deposited in that area. A plant is able to reproduce.,context: 1. bees land on flowers and eat the nectar of the plants 2. while on the flowers pollen gets on the bee&#x27;s fur 3. the bee flies to another area with other flowers 4. the pollen is deposited in that area 5. a plant is able to reproduce. question: suppose the weather is good for bees happens how will it affect more pollen is deposited in those areas? options: a) more b) less c) no effect,more,wiqa,98,a) more,a,a) more,a,1
"suppose fewer adult frogs span eggs happens, how will it affect more/larger pumpkins.","['First you dig a whole', 'You place a pumpkin seed in the hole', 'You put some dirt over the seed', 'You water the seed', 'The seed will sprout', 'A vine will grow', 'The vine will flower', 'Pumpkins will appear where the flowers were.']",no_effect,C,"{'text': ['more', 'less', 'no effect'], 'label': ['A', 'B', 'C']}",out_of_para:1083:610:24,610,1083,OUTOFPARA_DISTRACTOR,0,test,2,First you dig a whole. You place a pumpkin seed in the hole. You put some dirt over the seed. You water the seed. The seed will sprout. A vine will grow. The vine will flower. Pumpkins will appear where the flowers were.,context: 1. first you dig a whole 2. you place a pumpkin seed in the hole 3. you put some dirt over the seed 4. you water the seed 5. the seed will sprout 6. a vine will grow 7. the vine will flower 8. pumpkins will appear where the flowers were. question: suppose fewer adult frogs span eggs happens how will it affect more larger pumpkins? options: a) more b) less c) no effect,no effect,wiqa,85,c) no effect,c,c) no effect,c,1
